id,target
1598,0
1606,0
1612,0
1616,0
1620,0
1624,1
1629,0
1630,1
1635,0
1640,0
1641,0
1642,1
1651,0
1655,1
1656,1
1659,1
1664,1
1667,1
1668,0
1674,0
1678,0
1680,1
1681,0
1682,0
1685,1
1695,1
1696,1
1697,1
1704,1
1708,1
1711,1
1713,0
1714,1
1717,0
1729,1
1730,0
1732,0
1734,1
1736,0
1738,0
1742,0
1743,1
1746,0
1748,1
1749,0
1751,0
1758,1
1764,1
1765,1
1777,0
1778,1
1781,0
1782,1
1783,0
1785,0
1788,0
1793,0
1794,1
1795,1
1797,1
1800,0
1801,1
1805,1
1806,0
1819,1
1820,1
1825,0
1828,1
1829,1
1830,0
1839,1
1843,1
1844,0
1846,1
1849,1
1850,0
1854,0
1855,0
1858,0
1859,0
1862,0
1867,0
1868,1
1871,1
1872,0
1874,1
1876,0
1879,1
1884,1
1891,1
1894,0
1896,1
1902,0
1903,0
1904,1
1906,0
1907,0
1912,1
1913,0
1923,0
1926,0
1928,1
1930,0
1931,0
1934,1
1936,0
1944,1
1946,0
1947,0
1958,0
1964,1
1970,0
1974,1
1977,0
1978,0
1982,1
1984,0
1988,0
1993,0
1997,0
1998,0
2002,0
2004,0
2005,0
2008,1
2011,0
2013,1
2018,1
2021,1
2025,1
2029,1
2030,0
2032,0
2037,0
2041,1
2044,1
2048,0
2052,0
2053,1
2054,0
2062,0
2065,1
2066,0
2072,0
2079,0
2080,1
2085,0
2088,0
2090,0
2092,0
2093,0
2101,1
2104,0
2105,1
2106,0
2107,0
2120,0
2124,1
2127,0
2130,0
2132,1
2135,1
2137,1
2140,1
2143,0
2147,0
2151,0
2152,0
2155,1
2156,1
2162,0
2165,0
2166,0
2167,1
2168,1
2170,1
2178,1
2180,1
2182,0
2184,0
2185,0
2187,1
2196,1
2197,0
2199,1
2200,0
2201,1
2202,0
2206,0
2208,1
2218,1
2223,0
2224,0
2226,1
2228,1
2232,1
2234,1
2243,0
2247,0
2249,0
2252,1
2253,0
2259,1
2261,0
2264,1
2268,0
2269,0
2270,1
2276,1
2283,1
2287,0
2290,0
2291,1
2293,1
2295,1
2302,0
2305,1
2310,0
2313,0
2316,1
2320,1
2322,0
2323,0
2326,0
2328,1
2331,1
2335,1
2338,0
2343,1
2344,0
2345,1
2353,1
2355,1
2357,1
2360,1
2365,0
2369,1
2371,0
2378,1
2380,1
2381,0
2383,0
2384,1
2392,0
2393,0
2401,0
2403,0
2404,0
2405,0
2407,1
2411,0
2424,0
2426,0
2431,0
2433,1
2434,0
2436,1
2439,0
2444,1
2447,0
2448,0
2449,0
2450,0
2461,0
2469,0
2472,1
2473,0
2474,0
2477,0
2481,1
2484,1
2495,0
2503,1
2509,0
2511,1
2518,1
2522,0
2525,1
2526,0
2529,1
2533,0
2549,0
2551,0
2558,1
2562,1
2563,1
2567,0
2574,1
2577,1
2578,0
2580,0
2581,0
2583,0
2584,1
2586,1
2589,0
2595,0
2596,1
2600,1
2601,1
2607,0
2610,0
2613,1
2615,0
2618,1
2620,1
2623,1
2626,0
2630,1
2634,1
2636,1
2638,0
2639,1
2646,0
2650,1
2652,0
2653,0
2654,1
2662,0
2665,1
2669,1
2674,1
2678,0
2681,0
2685,1
2686,1
2690,1
2697,1
2699,1
2704,1
2705,1
2710,1
2712,0
2713,1
2716,1
2717,1
2718,0
2721,0
2722,0
2735,1
2737,0
2738,0
2742,0
2745,1
2746,1
2747,0
2750,0
2751,1
2754,0
2762,0
2764,0
2772,1
2775,0
2776,0
2779,0
2781,1
2789,0
2790,0
2791,1
2798,0
2800,0
2804,1
2805,0
2806,0
2809,1
2810,0
2812,1
2814,0
2816,1
2818,0
2823,1
2824,1
2834,1
2837,0
2840,0
2845,0
2847,0
2848,1
2850,0
2859,0
2862,1
2868,0
2874,0
2876,1
2892,1
2894,0
2897,0
2901,1
2903,0
2904,0
2906,0
2914,1
2918,0
2919,1
2923,0
2926,1
2928,1
2930,0
2938,0
2940,1
2949,1
2951,0
2958,0
2961,1
2962,1
2964,1
2966,0
2967,0
2968,0
2972,0
2977,0
2978,1
2979,1
2981,0
2985,0
2986,1
2989,0
2994,0
2996,1
2997,1
2999,0
3002,1
3007,0
3008,0
3017,0
3020,0
3024,1
3028,1
3031,0
3032,1
3033,1
3035,0
3040,0
3041,0
3046,1
3050,0
3063,1
3065,1
3067,0
3069,0
3076,1
3078,0
3081,0
3087,0
3088,1
3094,1
3096,0
3098,1
3103,0
3110,0
3113,0
3121,0
3127,0
3128,0
3129,1
3135,0
3143,0
3146,0
3148,1
3149,0
3151,0
3156,0
3160,0
3164,0
3169,1
3178,1
3187,0
3194,1
3202,1
3203,1
3204,1
3206,0
3207,1
3208,0
3209,1
3213,1
3214,0
3215,0
3220,0
3223,1
3224,1
3226,1
3228,0
3230,0
3232,0
3233,0
3234,0
3238,0
3246,0
3247,0
3250,0
3251,0
3254,1
3257,0
3258,0
3261,1
3267,0
3268,0
3269,1
3271,1
3272,1
3273,1
3279,1
3290,1
3291,0
3293,0
3294,1
3298,1
3305,0
3306,0
3307,0
3310,0
3313,0
3314,0
3315,1
3316,1
3321,1
3325,1
3326,0
3327,1
3330,1
3331,1
3332,1
3333,1
3343,1
3344,0
3348,1
3349,1
3350,0
3352,0
3353,0
3354,0
3358,0
3360,0
3366,0
3371,0
3374,0
3375,0
3378,0
3382,0
3384,1
3385,0
3386,0
3392,0
3399,0
3407,0
3409,0
3416,1
3420,1
3422,0
3424,0
3426,0
3427,1
3434,1
3438,1
3441,1
3442,1
3443,0
3444,1
3449,0
3453,1
3454,0
3456,1
3457,1
3458,0
3461,1
3467,0
3479,0
3488,1
3491,0
3496,0
3502,0
3507,1
3511,0
3515,0
3516,1
3538,0
3539,1
3541,0
3545,0
3546,0
3547,0
3551,0
3553,1
3556,0
3558,0
3559,0
3561,1
3562,0
3563,0
3564,0
3571,0
3574,0
3576,0
3577,1
3579,1
3580,0
3586,1
3590,0
3599,1
3600,1
3601,0
3605,0
3606,1
3612,0
3614,1
3615,0
3616,0
3620,0
3622,0
3624,1
3630,0
3644,0
3649,1
3651,0
3654,0
3665,1
3668,0
3671,0
3672,0
3673,0
3677,1
3678,1
3687,0
3688,1
3693,1
3698,0
3699,0
3701,0
3703,0
3706,0
3707,0
3709,1
3711,1
3714,1
3716,0
3720,0
3728,0
3731,0
3732,0
3733,0
3734,0
3740,0
3746,0
3749,1
3751,0
3755,1
3757,0
3762,0
3767,0
3769,0
3779,0
3781,0
3782,0
3783,0
3784,0
3790,1
3791,1
3792,0
3794,0
3799,0
3801,1
3804,0
3808,0
3809,0
3811,0
3813,0
3817,0
3818,0
3823,0
3843,1
3844,0
3846,1
3847,0
3852,0
3854,1
3856,0
3863,0
3865,1
3867,0
3871,1
3872,0
3878,0
3880,0
3881,0
3882,0
3883,0
3884,1
3885,0
3886,0
3890,0
3891,1
3898,0
3902,1
3909,0
3910,0
3912,0
3915,1
3918,0
3920,1
3925,0
3928,0
3929,1
3930,0
3931,0
3934,0
3939,0
3941,0
3942,0
3943,0
3946,0
3963,0
3965,0
3966,0
3971,0
3972,1
3974,0
3976,1
3978,0
3981,0
3985,1
3986,1
3987,0
3988,0
3991,0
3999,0
4001,0
4002,0
4004,1
4007,1
4009,0
4013,0
4015,1
4016,0
4023,0
4031,1
4035,0
4036,0
4037,0
4040,1
4048,0
4053,0
4056,1
4059,0
4066,0
4067,1
4069,1
4070,1
4071,1
4073,0
4074,1
4075,0
4082,0
4090,1
4099,0
4102,1
4106,1
4109,1
4110,0
4115,0
4118,0
4120,0
4125,0
4126,0
4130,1
4134,0
4136,0
4137,0
4144,1
4148,0
4151,1
4155,0
4162,0
4165,0
4169,0
4174,1
4179,0
4185,1
4186,0
4187,1
4188,0
4190,1
4192,1
4193,0
4194,1
4195,1
4196,0
4207,0
4208,1
4215,0
4217,0
4222,0
4223,1
4226,0
4228,0
4229,1
4231,0
4234,1
4236,0
4249,1
4254,0
4258,1
4259,0
4263,1
4267,1
4277,1
4278,0
4280,0
4283,0
4285,0
4286,1
4287,0
4290,1
4291,0
4294,0
4302,1
4308,1
4310,1
4311,0
4315,1
4316,1
4319,1
4331,0
4338,0
4339,0
4340,1
4344,1
4346,1
4347,1
4360,0
4364,0
4367,0
4369,1
4370,0
4371,0
4380,1
4386,1
4389,1
4390,0
4394,0
4399,1
4400,1
4404,1
4409,0
4414,1
4417,0
4418,1
4419,0
4420,0
4422,1
4429,1
4431,1
4433,0
4434,0
4439,0
4443,0
4446,0
4447,0
4453,1
4460,0
4461,0
4462,0
4467,0
4469,1
4473,1
4474,0
4475,0
4477,1
4481,0
4483,0
4484,1
4485,0
4495,0
4497,0
4500,0
4501,0
4502,0
4505,1
4506,1
4510,0
4512,1
4513,1
4532,1
4535,1
4536,1
4540,0
4545,1
4552,1
4554,0
4555,0
4558,1
4559,0
4560,0
4566,1
4570,1
4572,0
4574,0
4581,0
4583,0
4586,1
4591,1
4594,1
4603,0
4605,1
4612,0
4613,1
4615,1
4618,0
4621,1
4623,1
4626,1
4629,1
4633,0
4636,1
4638,1
4640,0
4643,0
4645,0
4647,1
4648,0
4651,0
4652,0
4653,0
4654,0
4660,0
4662,1
4663,1
4665,0
4668,0
4676,1
4683,1
4685,1
4686,0
4701,0
4718,0
4721,0
4727,0
4728,1
4733,0
4741,0
4743,0
4746,0
4751,0
4756,0
4761,0
4763,1
4764,1
4767,1
4772,0
4776,1
4780,0
4781,1
4792,0
4796,0
4801,1
4804,0
4805,1
4806,0
4811,0
4815,1
4816,1
4817,0
4818,0
4822,0
4824,1
4827,1
4837,1
4838,1
4839,0
4841,0
4851,0
4855,1
4861,0
4862,0
4863,0
4865,0
4871,0
4873,1
4880,1
4885,0
4886,0
4902,0
4904,0
4907,1
4916,0
4921,0
4925,1
4927,0
4928,1
4930,0
4932,0
4933,0
4937,0
4939,1
4941,0
4942,0
4947,0
4949,0
4950,0
4956,1
4960,0
4963,0
4965,0
4976,0
4977,0
4987,0
4991,0
4994,0
4999,0
5003,0
5006,1
5009,0
5011,1
5012,1
5014,0
5020,0
5021,1
5023,0
5026,1
5030,0
5031,1
5036,0
5042,1
5045,0
5048,0
5051,1
5053,1
5054,0
5057,0
5058,0
5066,0
5070,1
5077,0
5081,0
5084,0
5086,0
5090,1
5091,0
5093,1
5100,1
5108,1
5111,1
5112,1
5118,1
5121,0
5123,1
5129,0
5133,1
5143,0
5147,1
5151,1
5156,1
5158,0
5161,0
5163,1
5167,0
5173,1
5205,1
5214,1
5215,1
5216,0
5217,0
5225,1
5237,1
5239,0
5240,1
5241,1
5246,0
5250,0
5253,1
5258,0
5261,1
5268,0
5275,0
5277,0
5279,1
5288,0
5289,1
5294,0
5303,0
5307,0
5311,0
5312,1
5314,0
5318,0
5327,0
5329,0
5333,1
5334,1
5340,1
5348,1
5358,0
5360,1
5361,1
5363,0
5364,0
5369,1
5370,0
5374,0
5376,0
5388,1
5390,0
5393,0
5394,0
5395,0
5398,0
5399,0
5401,0
5402,0
5405,0
5414,0
5415,0
5419,0
5421,1
5422,0
5424,0
5427,0
5429,0
5431,1
5433,0
5434,0
5435,0
5436,0
5438,0
5440,1
5441,1
5447,1
5451,0
5453,1
5456,0
5457,0
5463,0
5464,1
5470,0
5472,0
5474,1
5478,1
5483,0
5490,1
5500,1
5504,0
5508,0
5511,0
5512,0
5513,0
5516,1
5523,1
5527,1
5530,0
5533,0
5536,0
5537,1
5542,1
5543,0
5546,0
5549,0
5550,0
5551,0
5562,0
5566,1
5568,0
5571,0
5572,1
5574,0
5583,0
5585,1
5591,1
5596,0
5597,0
5601,1
5606,0
5607,0
5610,1
5615,0
5616,0
5623,0
5630,1
5636,1
5637,0
5639,1
5640,0
5643,0
5648,1
5649,0
5660,0
5666,0
5667,0
5678,1
5679,0
5681,0
5682,0
5691,1
5696,1
5697,1
5700,0
5701,1
5702,1
5708,0
5709,0
5718,1
5723,0
5725,1
5728,1
5731,0
5735,1
5737,1
5738,1
5742,0
5747,0
5749,1
5750,1
5755,0
5756,0
5761,0
5762,1
5767,0
5768,0
5770,0
5773,0
5774,0
5779,0
5782,0
5785,1
5786,1
5787,0
5788,0
5796,0
5802,0
5806,1
5809,0
5810,1
5811,1
5813,0
5820,1
5823,0
5830,1
5831,0
5838,0
5839,0
5844,0
5846,1
5851,1
5852,0
5857,0
5859,0
5860,0
5862,0
5865,0
5866,1
5871,0
5872,1
5877,0
5878,1
5879,1
5880,1
5895,0
5897,0
5910,1
5914,1
5915,1
5917,1
5924,0
5926,0
5931,0
5936,0
5940,1
5941,1
5945,1
5946,0
5948,0
5951,1
5967,0
5968,0
5969,0
5970,0
5971,0
5973,0
5976,1
5977,0
5984,0
5986,1
5993,0
5994,1
6005,1
6006,0
6008,1
6010,0
6011,1
6014,1
6016,0
6018,0
6021,1
6025,0
6028,0
6029,0
6035,0
6040,0
6042,0
6044,0
6046,1
6052,0
6054,0
6062,0
6063,0
6067,1
6068,1
6077,1
6079,1
6080,0
6081,0
6082,0
6089,0
6095,0
6101,1
6107,1
6114,0
6117,1
6121,0
6122,0
6124,0
6129,0
6131,1
6136,1
6139,0
6142,0
6143,1
6144,1
6149,0
6155,0
6157,0
6158,0
6161,0
6168,1
6172,0
6176,0
6177,1
6179,0
6180,1
6182,0
6186,0
6189,0
6190,0
6194,0
6204,1
6205,0
6209,0
6210,0
6212,1
6214,1
6221,0
6225,0
6228,0
6229,1
6231,1
6235,0
6236,0
6237,0
6238,1
6239,0
6242,1
6249,1
6250,0
6251,0
6252,1
6260,1
6264,0
6266,0
6270,0
6275,1
6279,1
6280,0
6284,0
6285,1
6286,0
6287,1
6288,1
6289,0
6290,0
6291,0
6295,0
6298,1
6307,0
6308,0
6309,0
6313,0
6316,0
6319,0
6321,0
6324,1
6327,1
6333,1
6351,1
6352,0
6353,0
6357,0
6359,0
6360,0
6364,1
6367,0
6368,1
6377,0
6378,1
6379,0
6381,1
6390,0
6401,1
6408,1
6409,0
6411,0
6419,0
6424,0
6426,0
6428,1
6431,0
6432,0
6433,1
6435,1
6437,0
6439,0
6442,0
6444,0
6447,0
6456,0
6457,0
6460,0
6468,0
6471,0
6475,0
6476,0
6479,1
6483,0
6487,0
6488,0
6489,0
6496,0
6498,0
6502,1
6503,1
6507,0
6508,1
6509,1
6517,1
6521,0
6522,1
6524,1
6526,0
6531,1
6533,1
6538,1
6539,0
6544,0
6557,0
6558,0
6562,1
6563,1
6564,1
6574,1
6578,1
6581,1
6584,0
6587,0
6589,0
6590,0
6592,0
6595,1
6599,0
6600,0
6606,1
6609,0
6612,1
6615,0
6618,1
6620,0
6623,1
6633,1
6639,1
6640,1
6641,1
6645,1
6650,0
6651,0
6652,1
6657,0
6659,0
6666,0
6671,1
6673,0
6674,0
6677,0
6680,1
6684,0
6685,1
6691,0
6692,0
6696,0
6698,1
6704,0
6705,0
6710,0
6713,1
6715,0
6717,0
6718,1
6720,0
6728,1
6732,1
6733,0
6739,0
6740,1
6741,0
6743,0
6747,0
6750,1
6752,0
6753,1
6755,1
6761,1
6763,1
6768,1
6770,0
6771,0
6777,1
6778,1
6780,1
6782,0
6786,0
6791,0
6797,0
6798,1
6803,1
6805,0
6812,1
6816,0
6818,0
6822,1
6825,1
6826,1
6827,0
6829,0
6831,0
6836,1
6838,0
6840,1
6842,0
6846,0
6851,0
6853,1
6856,1
6859,0
6865,0
6866,0
6868,0
6869,1
6871,0
6873,0
6886,0
6887,0
6888,0
6889,1
6891,0
6894,0
6895,0
6899,0
6901,1
6902,1
6904,0
6906,0
6922,0
6923,1
6924,0
6927,1
6934,1
6938,1
6941,0
6942,0
6944,0
6947,1
6952,0
6957,0
6958,0
6964,0
6968,0
6969,1
6976,1
6982,1
6986,0
6987,0
6989,0
6991,0
6993,1
6995,1
6997,0
7000,0
7003,1
7004,1
7007,1
7011,0
7014,0
7016,0
7017,0
7020,1
7022,0
7028,0
7033,0
7034,0
7035,0
7038,1
7040,1
7041,1
7042,0
7045,0
7049,0
7055,0
7057,1
7062,0
7064,0
7066,0
7067,0
7072,0
7079,1
7082,1
7083,1
7084,1
7085,0
7087,0
7090,0
7094,0
7096,1
7099,0
7100,0
7101,0
7102,0
7103,0
7107,1
7110,1
7113,0
7117,1
7119,1
7123,0
7127,1
7133,1
7139,0
7143,1
7145,1
7151,0
7152,0
7153,1
7156,0
7162,0
7170,0
7172,1
7177,1
7181,0
7182,0
7189,0
7190,0
7200,0
7207,1
7209,1
7212,0
7216,0
7217,1
7219,0
7220,1
7222,1
7225,0
7233,0
7237,1
7238,0
7239,1
7240,0
7243,0
7245,0
7246,1
7249,0
7257,1
7258,0
7259,1
7262,1
7263,1
7269,1
7271,0
7273,1
7276,1
7279,0
7282,0
7284,0
7293,1
7298,0
7303,0
7304,1
7305,1
7308,1
7313,0
7314,1
7321,0
7322,1
7327,0
7333,0
7336,1
7339,0
7341,0
7346,1
7347,1
7349,0
7351,0
7353,0
7363,0
7364,0
7368,1
7370,0
7375,1
7376,0
7379,0
7382,1
7384,0
7385,0
7387,0
7388,0
7389,0
7394,1
7396,0
7398,1
7399,1
7401,1
7404,1
7406,0
7409,0
7411,1
7417,1
7420,1
7422,1
7423,0
7427,1
7429,1
7432,0
7435,1
7436,0
7440,1
7441,1
7445,1
7448,0
7449,1
7450,1
7454,0
7455,1
7460,1
7462,0
7464,0
7466,0
7468,0
7469,0
7471,1
7472,1
7483,0
7484,1
7485,1
7486,0
7487,0
7489,1
7492,1
7495,1
7499,0
7500,0
7506,0
7508,0
7509,0
7511,0
7516,0
7524,0
7538,1
7539,0
7541,0
7546,0
7549,1
7562,0
7564,0
7567,1
7572,1
7574,1
7575,0
7586,0
7592,0
7596,1
7597,1
7599,1
7606,0
7615,0
7618,0
7620,1
7624,0
7625,0
